agency,dataset,official_source_page,url,local_path,status,size,sha256,seasonal_adjustment_status,error
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9602c.txt,copied-from-repo-official-cache,37133,071a69ece396700cb4feffb2f31c3b3fbef20c336b3cf289ffc0345aa83b9ca8,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9603c.txt,copied-from-repo-official-cache,37850,40b73a0639131ad1d256d35cd030199f08257f3007a9f46c853cb6c74f346b14,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9604c.txt,copied-from-repo-official-cache,38373,5bc4896bb021045b79847dd5d74f25ed4fe85d067b1268feb0ca3c3e959cbe3d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9605c.txt,copied-from-repo-official-cache,38195,6bf2f9e02cd83bb8c0ccd69c00db7a7cb65ddfd2f7039fc00e5389bc0d6684d5,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9606c.txt,copied-from-repo-official-cache,37970,6e5558dfe6f1a92e9282c2dbf48c8a81f7f0fd2870c431ce5ecb35c0449a53f2,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9607c.txt,copied-from-repo-official-cache,38250,292d0281b747b3726a693d44050f594d87249f0233895fbfbd388cf0942d3323,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9608c.txt,copied-from-repo-official-cache,38155,a69a32bedeedebab706d626594abaf1911218990f58b1276b6ec327b78f5ae8f,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9609c.txt,copied-from-repo-official-cache,38137,92add5bf6dab8d84b3c55c131204ee9e92c00b8b52958e9c276626fe5a964867,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9610c.txt,copied-from-repo-official-cache,38389,f77736af65196d7487ff386b810e40ca15760f1e21bacef7a8d3f624cd620cce,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9611c.txt,copied-from-repo-official-cache,37893,401c007a5afbaa981516c315c963644aac06fe4dd952aa19cd45d1b377bdb321,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9612c.txt,copied-from-repo-official-cache,37491,ea04322b601c894821c25e92f052cb9602409543d286b5cbe7e872ba2abf8ba4,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9701c.txt,copied-from-repo-official-cache,37368,0ede084d4246bf1cf50c7a511a863a463804ca9d82f8db879f93ebe857cbaa7d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9702c.txt,copied-from-repo-official-cache,37560,d54c9ecf95ed491344e85bf4278e2573d58f1631235d3d65de88a2f786320cc5,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9703c.txt,copied-from-repo-official-cache,38254,fbc59261fc46b18b5170ee98ecab4bebd8a8f43bad6b2673eeb031434c0f20ea,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9704c.txt,copied-from-repo-official-cache,38632,bb2a8c7fe863550f742df743dc317d66fede52edf56b8a30aa17acd482010be7,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9705c.txt,copied-from-repo-official-cache,38321,3c8cd2a37da01012b5db1563b6aa1b3787a24c976d000660f2994abaeab082a9,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9706c.txt,copied-from-repo-official-cache,38532,56d5bcb8df94fc1b556c99b674aa1e902e46e94512f156381b62ee22be475cf4,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9707c.txt,copied-from-repo-official-cache,38585,38c6c3e2b18fb4f9d50b9e10b140426076a7b7b5a157bc6f5edb68319af1c391,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9708c.txt,copied-from-repo-official-cache,38272,16b9e93b6e9b9248b11666695ff89eae164adb1d7972a78b79a8820c5d1af378,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9709c.txt,copied-from-repo-official-cache,38613,c70a704b48fd937044b1e2a92dc0aa3b058e0fb65db835e402e26eb398252daa,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9710c.txt,copied-from-repo-official-cache,38534,65d18e3fd4f36db0aced8900379fbe74a727c6ee448c68aad5abbade01ebe0e9,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9711c.txt,copied-from-repo-official-cache,37806,dbe2a5f92f80a66a482ee34a7b2fd1c8c688f2aecb4b223a12daf5bf8031515c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9712c.txt,copied-from-repo-official-cache,37990,5e364161facffe8d9b2fee11847be5e15c945e0ba2508bcc61eeb3b006133d5a,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9801c.txt,copied-from-repo-official-cache,46244,191dc042cd7a3b781e1e127c207d32a053439b16ed8c144b5a3e62d9dfa74e33,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9802c.txt,copied-from-repo-official-cache,38068,59785d29822c2d26783f79184ecb56f2415aec416d56edafc40ba88f455d5f96,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9803c.txt,copied-from-repo-official-cache,47336,645997434cb8e6f79501278b0833138da973fc36e597de4c39c6766440e6d75a,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9804c.txt,copied-from-repo-official-cache,38815,ec5261013d056555fc52847f69e3187881a825750c021b075fa78305bb53d9be,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9805c.txt,copied-from-repo-official-cache,38743,ba23142d237abfcc7e1a7fc4160437ee7fe78dd081371335f9a31ac615171517,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9806c.txt,copied-from-repo-official-cache,39127,67a8c05633e46195db9b84a3520d1fb21b1f679c0c812c4a42d523ed6ba53221,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9807c.txt,copied-from-repo-official-cache,38953,4174a02081c2712502647af3e42133798093a8262bec3ebeffa682e5974f2091,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9808c.txt,copied-from-repo-official-cache,39037,579dd576a36be117e54db4bd8ddce7dffca4e47aa032cca35df3fb183c51c0dd,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9809c.txt,copied-from-repo-official-cache,38943,8da04acbf03131d1a0c0bf3bf9cebbdde303697d95526a50f30aae443b3567f0,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9810c.txt,copied-from-repo-official-cache,39050,89e9fdbb8479fc6d2177fce1cec6ad5d81fd37728ac74cb3c41562b0c5a9cbad,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9811c.txt,copied-from-repo-official-cache,38493,8bf7565d57188d1cc3c3981a656ef7c96de34663946bb12c118b456961ce8034,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9812c.txt,copied-from-repo-official-cache,38567,322fb379ffc1c4b2023caa479d6929b5b136bd0e670a5cca820bcb7db1db0851,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9901c.txt,copied-from-repo-official-cache,37949,0db47896f695793320944310353097788f37cd7b746226df746a975ee66334e1,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9902c.txt,copied-from-repo-official-cache,38190,4ba257cae710dec1325b47dc10fe8082ce3e073982c92e7ce4899c77742d447c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9903c.txt,copied-from-repo-official-cache,39078,71fb7c3abfc7f2b0d70b160f3fc933cc47e5365267441202ca5afc3357b2f79e,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9904c.txt,copied-from-repo-official-cache,39032,dd1e5ca3711f98430ace35f01f184623e92254be7ab09122e7b7f8ea2cde5eaf,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9905c.txt,copied-from-repo-official-cache,38930,ed9e2c5bf057ec162b5ea32462acffd4d207e44e4faba724600286209c21571d,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9906c.txt,copied-from-repo-official-cache,39403,28dbe5f647078f8c057d7917792c77dd49617749029380c07c4191a8d28f25dc,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9907c.txt,copied-from-repo-official-cache,38894,205c416bc9681e5b447437169828804fb223b1e359a11323c6c4b8356e228430,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9908c.txt,copied-from-repo-official-cache,39089,2b52f3cf71c4ed590397973f149452cd4cf0613592f09439de2fac7c677c44d6,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9909c.txt,copied-from-repo-official-cache,38832,181d098669864cb1633403a364bcc43f5098bd66d2bbaf6d253af701256bbcd4,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9910c.txt,copied-from-repo-official-cache,39008,8c28ff8f5b864f40b092d79091fe1a4c9fcbcdb604471082aa03a391e0065461,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9911c.txt,copied-from-repo-official-cache,38649,0ebff5be6fc4957297961f118fceb94cf20bcaeb070d0a56a87959ce8dda3f4c,not seasonally adjusted,
U.S. Census Bureau,BPS monthly MSA/CBSA permits,https://www.census.gov/construction/bps/index.html,repo official raw cache,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\census_bps\ma9912c.txt,copied-from-repo-official-cache,38592,467ed63d80927d9797a08aec2d690751491e4cbbca6d11314148d76f771f5581,not seasonally adjusted,
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk001.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk002.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk003.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk004.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk005.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk006.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk007.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk008.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk009.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk010.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk011.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk012.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk013.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk014.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk015.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk016.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk017.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2007_2016_chunk018.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
U.S. Bureau of Labor Statistics,CES/SAE total-private average weekly hours API response,https://www.bls.gov/developers/,https://api.bls.gov/publicAPI/v2/timeseries/data/,D:\Programming\Dynamic Paper-dlrhcs_replication\outputs\empirical\unemployment\raw_sa_pilot\raw\bls_api_ces_total_private_hours\ces_hours_2017_2026_chunk001.json,accepted-existing,224,48d4a57eed253437dd9f0664c33b90bbc2a7cb9ab553605f7a8a367cee05a818,metadata-defined,"Request could not be serviced, as the daily threshold for total number of requests allocated to the user with registration key  has been reached."
